고유번호,언어,상호명,콘텐츠URL,주소,신주소,Latitude,Longitude,,,전화번호,팩스번호,웹사이트,운영시간,운영요일,휴무일,교통정보,태그,장애인편의시설
47482,ko,종묘돌담길,https://korean.visitseoul.net/attractions/2024-jongmyostonewall/KOP0wav1s?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP0wav1s, 서울 종로구 훈정동 1-2 ,03135 서울 종로구 권농동 104-1 ,37.5658794,126.9728864,,,,,,,,,5호선 종로3가역 7번 출구에서 약 383m (도보 6분),"공예작업실,서순라길,종묘,산책로,종로산책길,세계문화유산,돌담길,카페,종묘돌담길",
5797,ko,종이나라박물관,https://korean.visitseoul.net/attractions/종이나라박물관/KOP005796?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005796,100-391 서울 중구 장충동1가 62-35 62-35,"04606 서울 중구 장충단로 166 (장충동1가, 종이나라빌딩) ",37.5680258,126.9691942,,,02-2279-7901,,https://cafe.naver.com/papermuseum,09:30~18:00 (관람시간 종료 30분 전까지 입장 가능),월요일~토요일,-일요일 -공휴일,3호선 동대입구 3번 출구에서 약 55m (도보 1분),"색지공예,한지그림,종이접기,미술,박물관,동대입구역,한지,종이공예,종이인형,종이나라박물관,전통",
45529,ko,중앙고등학교,https://korean.visitseoul.net/attractions/ChoongAngHighSchool/KOPgcblme?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPgcblme, 서울 종로구 계동 1 ,"03051 서울 종로구 창덕궁길 164 (계동, 중앙고등학교) ",37.5794309,126.9910426,,,02-742-1321,,,,,,3호선 안국역 3번 출구에서 713m (도보 12분)," 종로,중앙고등학교, 역사,겨울연가",
45534,ko,중앙상회,https://korean.visitseoul.net/attractions/ChoongAngStore/KOPl7gype?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPl7gype, 서울 종로구 계동 2-105 ,03051 서울 종로구 창덕궁길 162 (계동) ,37.5653627,126.9725559,,,,,,,,,3호선 안국역 3번 출구에서 약 715m (도보 12분) ," 한류,중앙상회, 종로",
13755,ko,지대방,https://korean.visitseoul.net/attractions/지대방/KOP013751?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP013751,  ,03149 서울 종로구 인사동길 33 2층 ,37.6021121,127.0061045,,,02-738-5379,,,월요일~토요일 10:30~22:30 일요일 11:00~22:00,매일,없음,"1,3,5호선 종로3가역 5번 출구에서 약 351m (도보 6분) ","쌈지길,카페,인사동,전통찻집,오래가게,전통차,종로",
46869,ko,진고개 동대문점,https://korean.visitseoul.net/attractions/JingogaeDongdaemun/KOPfbg5iy?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPfbg5iy, 서울 종로구 창신동 550-1 ,03106 서울 종로구 종로 301-1 (창신동) ,37.5157614,127.0234034,,,02-763-3565,,,월요일~금요일 11:00~21:30 토요일~일요일 11:00~21:00,매일,,"1,4호선 동대문역 1번 출구에서 약 57m (도보 1분)","한식당,종로,갈비,오래가게",
6252,ko,진관사,https://korean.visitseoul.net/attractions/진관사/KOP006251?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006251, 서울특별시 은평구 진관동 354,03308 서울특별시 은평구 진관길 73 (진관동) ,37.5805813,126.995041,,,02-359-8410,,http://www.jinkwansa.org,,,,"3호선 구파발역 3번출구에서 7211,7723 버스 탑승하여 하나고 정류장 하차 후 약 853m (도보 16분)  3, 6호선 연신내역 3번 출구에서 701, 7211 버스 탑승하여 하나고 정류장 하차 후 약 793m (도보 14분)"," 구파발역,불교,진관사, 종교,사찰, 절,고려, 템플스테이",
6218,ko,진아춘 광화문점,https://korean.visitseoul.net/attractions/중화/KOP006215?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006215,110-999 서울 종로구 신문로1가 163 ,"03186 서울 종로구 새문안로 92 (신문로1가, 광화문오피시아) ",37.5738369,126.982202,,,02-720-0688,,,월요일~토요일 11:00 ~ 14:30 / 17:00 ~ 21:20,,"매주 일요일, 명절 휴무",5호선 광화문역 6번 출구에서 약 192m (도보 3분) ,"중화,중식,중국요리,중식맛집,광화문맛집,라풍기,동파육,3대맛집,광화문역,진아춘",
3333,ko,짚풀생활사박물관,https://korean.visitseoul.net/attractions/짚풀생활사박물관/KOP003332?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003332,110-522 서울 종로구 명륜2가 8-4 ,03075 서울 종로구 성균관로4길 45 (명륜2가) ,37.5686981,126.9880727,,,02-743-8787,,http://jipul.com/,10:00 ~ 17:00,화요일~토요일,"일요일~월요일, 1월 1일, 설날, 추석연휴",4호선 혜화역 4번 출구에서 약 315m (도보 6분)," 한옥,짚풀생활사박물관, 박물관, 민속자료, 명륜동,혜화역, 역사,대학로, 공예체험, 유물,짚풀, 동대문",
297,ko,창경궁,https://korean.visitseoul.net/attractions/창경궁/KOP000297?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000297,110-360 서울 종로구 와룡동 2-1 ,"03072 서울 종로구 창경궁로 185 (와룡동, 창경궁) ",37.5653638,126.9895131,,,02-762-4868,,http://cgg.cha.go.kr/agapp/public/html/HtmlPage.do?pg=/cgg/06/greeting_01.jsp&pageNo=74000000&siteCd=CGG,09:00 ~ 21:00 (입장마감 20:00),화요일~일요일,월요일,4호선 혜화역 4번 출구에서 약 779m (도보 13분),"서울밤산책,전통,서울야경,창경궁,궁궐야행,서울궁궐,서울데이트코스,서울가볼만한곳,한국역사적명소,서울여행코스,한국궁궐,한국전통문화,서울야간데이트,서울볼거리","장애인화장실,장애인 전용 주차장,장애인 안내(휠체어 대여 및 기타)"
37176,ko,창경궁 대온실 ,https://korean.visitseoul.net/attractions/창경궁-대온실/KOP037176?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP037176, 서울 종로구 와룡동 2-1 ,"03072 서울 종로구 창경궁로 185 (와룡동, 창경궁) ",37.5714598,126.9949388,,,02-762-9515,,http://cgg.cha.go.kr/agapp/main/index.do?siteCd=CGG,09:00 ~ 20:45,화요일~일요일 ,월요일,4호선 혜화역 4번 출구에서 약 779m (도보 13분) ,"창경궁데이트,창경궁포토존,창경궁,창경궁대온실,서울가볼만한곳",장애인 안내(휠체어 대여 및 기타)
295,ko,창덕궁,https://korean.visitseoul.net/attractions/창덕궁/KOP000295?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000295,110-360 서울 종로구 와룡동 2-71 ,"03072 서울 종로구 율곡로 99 (와룡동, 창덕궁) ",37.5755397,126.9918242,,,02-3668-2300,,https://royal.khs.go.kr/ROYAL/contents/menuInfo-gbg.do?grpCode=cdg,2-5월	09:00 ~ 18:00(입장마감은 17:00) 6-8월	09:00 ~ 18:30(입장마감은 17:30) 9-10월	09:00 ~ 18:00(입장마감은 17:00) 11-1월	09:00 ~ 17:30(입장마감은 16:30),화요일~일요일,월요일 ,3호선 안국역 3번 출구에서 약 389m (도보 6분),"서울,서울명소,창덕궁,한국여행코스,서울데이트코스,고궁투어,세계유산,서울한복투어,서울가볼만한곳,한국전통,서울여행코스,한국문화,서울필수여행지","장애인화장실,장애인 전용 주차장,장애인 안내(휠체어 대여 및 기타)"
5614,ko,하동관 ,https://korean.visitseoul.net/attractions/하동관/KOP005614?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005614,100-021 서울 중구 명동1가 10-4 ,04538 서울 중구 명동9길 12 (명동1가) ,37.5596195,127.0061614,,,02-776-5656,,,매일 07:00~16:00,,"일요일, 명절 당일?다음날 휴무",2호선 을지로입구역 4번 출구에서 약 276m (도보 4분) ,"수요미식회,을지로음식점,한우곰탕전문점,단골맛집,명동,곰탕,명동맛집,수육,명동음식점,하동관",
47031,ko,창덕궁 후원 ,https://korean.visitseoul.net/attractions/2024-cdggarden/KOPl8f5md?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPl8f5md, 서울 종로구 와룡동 2-71 ,"03072 서울 종로구 율곡로 99 (와룡동, 창덕궁) ",37.5834941,126.9868743,,,02-3668-2300,,https://royal.khs.go.kr/ROYAL/contents/R702000000.do,"한국어 11~2월 10:00~15:00 (1시간 간격으로 입장 가능)  3~10월 10:00~16:00 (1시간 간격으로 입장 가능)  영어 12~2월 10:30 / 11:30 / 14:30  3~11월 10:30 / 11:30 / 14:30 / 15:30  일본어 1~12월 13:30 (매주 수,금,일요일 운영)  중국어 1~12월 12:30 (매주 화,목,토요일 운영)  * 언어권별 입장 제한 1회당 100명 (인터넷 예매 50명+현장발매 50명) * 후원 외국인 관람 시간 내국인 입장 불가 (단, 외국인 동반자가 있는 경우 내국인 최대 2명까지 입장 가능)",화요일 ~ 일요일 ,"매주 월요일 휴관(정기휴관일이 공휴일 및 대체휴일과 겹칠 경우에는 개방하며, 그다음의 첫번째 비공휴일이 정기휴일임) ",3호선 안국역 3번 출구에서 약 389m (도보 6분),"창덕궁,정원,창덕궁후원",
45458,ko,창신동 절벽마을,https://korean.visitseoul.net/attractions/2024-changsincliff/KOPgvo4y2?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPgvo4y2, 서울 종로구 창신동 23-322 ,03091 서울 종로구 낙산5길 51 ,37.5848813,126.9871692,,,,,,,,,6호선 창신역 1번 출구에서 708m (도보 16분)," 창신동,창신동절벽마을, 대한민국현대사,서울가볼만한곳",
45465,ko,채석장 전망대,https://korean.visitseoul.net/attractions/2024-Chaeseokjangjeonmangdae/KOPauov7d?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPauov7d, 서울 종로구 창신동 23-322 ,03091 서울 종로구 낙산5길 51 (창신동) ,37.5734624,126.9854772,,,0507-1330-5416,,,화요일~금요일 10:00 ~ 20:00  토요일~일요일 10:00 ~ 22:00,화요일~일요일,매주 월요일,6호선 창신역 1번 출구에서 708m (도보 16분),"전망대,카페,창신동,채석장전망대",
4696,ko,청계천박물관,https://korean.visitseoul.net/attractions/청계천문화관/KOP004693?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004693,133-814 서울 성동구 마장동 527-4 ,"04704 서울 성동구 청계천로 530 (마장동, 청계천박물관) ",37.572512,127.0112236,,,02-2286-3410,,http://cgcm.museum.seoul.kr/,09:00 ~ 18:00,화요일~일요일,-월요일 -1월 1일,2호선 용두역 5번 출구에서 약 497m (도보 9분)," 제기동역,역사,청계천,전시관, 청계천박물관,두물다리, 생태, 청계천문화관",
5538,ko,청와대,https://korean.visitseoul.net/attractions/청와대/KOP005538?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005538,110-820 서울 종로구 세종로 1 ,03048 서울 종로구 청와대로 1 (세종로) ,37.6381414,126.9465791,,,02-730-5800,,https://www.opencheongwadae.kr/mps,3월~11월 09:00 ~ 18:00 (입장마감 17:00 / 실내입장마감 17:30) 12월~2월 09:00 ~ 17:30 (입장마감 16:30 / 실내입장마감 17:00) *자세한 사항은 홈페이지를 참고해주세요.,,"화요일에는 개방하지 않습니다. (*다만 화요일이 공휴일 또는 대체공휴일과 겹치는 경우에는 화요일은 정상 개방되며, 그 다음날이 휴관일이 된다.)",3호선 경복궁역 3번 출구에서 약 984m (도보 16분),"대통령집무실,청와대지도,청와대위치,청와대관람,청와대,청와대대통령,청와대주소,대한민국대통령관저,서울여행명소,관저,서울종로구,종로가볼만한곳,대통령,사랑채",
45763,ko,청전이상범 가옥,https://korean.visitseoul.net/attractions/2024-cjisbhouse/KOPlpqd8k?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPlpqd8k, 서울 종로구 누하동 178 ,03039 서울 종로구 필운대로 31-7 (누하동) ,37.5696602,126.9748903,,,,,,3-10월 09:00-18:00 11-2월 09:30-17:00,화요일-일요일,월요일,3호선 경복궁역 2번 출구에서 619m (도보 10분),"서촌한옥마을,서촌,한옥,가옥,근현대건축",
4537,ko,청진옥 ,https://korean.visitseoul.net/attractions/청진옥/KOP004537?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004537, 서울 종로구 청진동 183-1 ,"03156 서울 종로구 종로3길 32 (청진동, 청진빌딩) 1층",37.5849188,126.9998471,,,02-735-1690,,http://www.cheongjinok.com/,06:00~21:30,월요일~일요일,연중무휴,1호선 종각역 1번 출구에서 약 397m (도보 6분),"청진옥,국밥맛집,한식당,수요미식회,국밥집,선지해장국,르메이에르,종로맛집,해장맛집,해장국,한식맛집",
27112,ko,초대길,https://korean.visitseoul.net/attractions/초대길/KOP027112?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP027112, 서울 강북구 수유동 산 73-23 ,01013 서울 강북구 4.19로 114 (수유동) 근현대사기념관 (출발),37.5805813,126.995041,,,02-901-6114,,https://www.gangbuk.go.kr/tour/contents.do?key=363,,,,4호선 수유(강북구청)역 4번 출구," 순례길, 이준열사, 수유역, 근현대사기념관, 초대길, 신익희,둘레길, 순국선열묘역,역사, 트레킹",
6465,ko,초전섬유퀼트박물관,https://korean.visitseoul.net/attractions/초전섬유퀼트박물관/KOP006463?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP006463,100-041 서울 중구 남산동1가 20 20 제일문화원 1층,04630 서울 중구 퇴계로18길 66 (제일빌딩) ,37.5805813,126.995041,,,02-753-4074/4075,,http://www.jculture.co.kr/museum/,10:00~17:00 (폐관 30분 전까지 입장가능) ,월요일~금요일,"토요일~일요일, 공휴일",4호선 명동역 3번 출구에서 약 324m (도보 6분),"명동역,남산,초전섬유퀼트박물관,궁중의상,전통자수,바느질,섬유박물관,명동,박물관,전시,전통,예술",
25377,ko,학림다방,https://korean.visitseoul.net/attractions/Hallim-Tea-House-kr/KOP025377?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025377,  ,03079 서울 종로구 대학로 119 2층 ,37.5794309,126.9910426,,,02-742-2877 ,,,10:00~23:00 (라스트오더 22:00),매일,없음,4호선 혜화역 3번 출구에서 약 100m (도보 2분)," 대학로,감성, 카페,서울미래유산,오래가게,커피",
2637,ko,춘원당 한의약박물관,https://korean.visitseoul.net/attractions/춘원당-한방박물관/KOP002637?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002637,110-320 서울 종로구 낙원동 154 ,03139 서울 종로구 돈화문로9길 27 (춘원당한방박물관) ,37.5640016,126.9851091,,,02-3672-2005,,http://cwdmuseum.com/,"월요일, 화요일, 수요일, 목요일, 금요일 09:00~18:00 토요일 09:00~13:00",월~토,"일, 법정공휴일 ",3호선 종로3가 3번 출구 5호선 종로3가 5번 출구 1호선 종로3가 2번 출구,"탕제실, 박물관, 춘원당, 한방박물관,광화문,전시,종로3가역,한방병원, 춘원당한방박물관, 한방",
28328,ko,춘추사,https://korean.visitseoul.net/attractions/춘추사/KOP028328?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028328,  ,03767 서울 서대문구 이화여대8길 10 ,37.5794309,126.9910426,,,02-312-6661,,www.chunchoo.co.kr,10:00~18:00 (휴게시간 12:00~13:00),월요일~금요일 ,"주말, 공휴일",2호선 이대역 3번 출구에서 약 243m (도보 4분) ,"이대,박사복,석사복,추억,졸업식,학위복판매,학위복대여,오래가게",
1262,ko,카이스갤러리,https://korean.visitseoul.net/attractions/카이스갤러리/KOP001262?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001262,135-896 서울 강남구 신사동 638-9 1층,06017 서울 강남구 언주로174길 13 (신사동) 1층,37.5785444,127.0113671,,,0507-1402-0668 ,,https://www.instagram.com/caisgallery/,10:00-19:00,월요일~토요일,-일요일 -공휴일,수인분당선 압구정로데오역 6번 출구에서 약 523m (도보 7분) 3호선 압구정역에서 약 687m (도보 11분) ,"전시,박물관,유럽산암석,퇴작암,경희대학교,경희대,유물,자연사박물관,경희대자연사박물관,외대앞역,회기역,화성암",
24663,ko,코엑스,https://korean.visitseoul.net/attractions/Coex-convention-center-kr/KOP024663?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP024663,135-731 서울 강남구 삼성동 159 ,"06164 서울 강남구 영동대로 513 (삼성동, 코엑스) ",37.5785444,127.0113671,,,02-6000-0114,,www.coex.co.kr,매일 10:00 - 18:00 (행사 종료시간 상이),,,2호선 삼성역 6번 출구에서 약 273m (도보 3분)," 타이거버스, 강남, 쇼핑, 별마당도서관,아쿠아리움, 컨벤션홀,삼성역, 관광, 박람회, 수족관, 콘서트, 전시, 코엑스몰, 문화, 공연, 봉은사역, 시티투어버스, 행사,코엑스",
25929,ko,탈방 ,https://korean.visitseoul.net/attractions/탈방/KOP025929?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025929,  ,03146 서울 종로구 인사동길 48 (관훈동) ,37.5712267,127.0350281,,,02-734-9289,,http://talbang.modoo.at/,11:00 - 19:00,월요일~토요일,일요일 ,3호선 안국역 6번 출구에서 약 280m (도보 4분) ,"전통공예,오래가게,하회탈,전통탈,인사동,목공예,산대탈,목공예품",
26194,ko,태극당,https://korean.visitseoul.net/attractions/태극당/KOP026194?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026194,  ,04617 서울 중구 동호로24길 7 ,37.5862687,126.9766037,,,02-2279-3152,,http://www.taegeukdang.com/,08:00~21:00,매일,없음,3호선 동대입구역 2번 출구에서 24m (도보 1분),"오래가게, 제과점, 빵, 옛날빵, 장충동, 동국대",
43610,ko,터방내,https://korean.visitseoul.net/attractions/202325/KOP5gojtd?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP5gojtd,  , 서울 동작구 흑석로 101-7 ,37.5804268,126.986364,,,02-813-4434,,,11:00~24:00,월요일~토요일,일요일,9호선 흑석역 4번 출구에서 약 322m (도보 4분),"카페,흑석동,중앙대,분위기,사이폰커피,오래가게,다방",
3085,ko,토탈미술관,https://korean.visitseoul.net/attractions/토탈미술관/KOP003085?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003085,110-848 서울 종로구 평창동 465-16 465-16,03004 서울 종로구 평창32길 8 ,37.5783914,126.9681622,,,02-379-7037,,http://www.totalmuseum.org,화~일 13:00 ~ 18:00 (입장마감 17:30),화~일,-월 -공휴일 -전시준비기간 휴관 ,"3호선 경복궁 3번출구 1020, 1711 롯데.삼성아파트에서 하차 4호선 길음 3번출구 7211,110 롯데.삼성아파트에서 하차 ","야외공연장,아트숍, 전시, 음악회, 길음역,평창동, 미술관, 예술, 김종영갤러리, 토탈미술관, 가나아트센터,경복궁역",
25930,ko,통문관,https://korean.visitseoul.net/attractions/통문관/KOP025930?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025930,  ,03145 서울 종로구 인사동길 55-1 ,37.571738,126.9794773,,,02-734-4092,,,10:30~16:30,,"토요일 비정기, 일요일 정기",3호선 안국역 6번 출구에서 약 200m (도보 3분) ," 고서, 희귀본, 인문학서점, 쌈지길, 서점, 서울미래유산,오래가게",
43614,ko,평택쌀상회,https://korean.visitseoul.net/attractions/2023017/KOPcqfhjg?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPcqfhjg,  ,08568 서울 금천구 독산로40길 27-5 ,37.6434722,127.00275,,,02-895-4825,,,08:00~20:00,매일,없음,1호선 금천구청역 1번 출구에서 약 1.4km (도보 25분),"오래가게, 곡류, 소면, 국수, 시흥동, 금천구",
1955,ko,풍납토성,https://korean.visitseoul.net/attractions/풍납토성/KOP001953?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001953, 서울 송파구 풍납동 80-36 ,05512 서울특별시 송파구 한가람로20길 30 (풍납동) ,37.5581444,126.9842582,,,02-2147-2800,,,,,,"5,8호선 천호역 10번 출구에서 약 127m (도보 2분)"," 송파구, 백제풍납토성, 풍납토성, 역사, 한강,천호역,한강유적, 백제, 유적지",
28351,ko,피터팬1978,https://korean.visitseoul.net/attractions/피터팬1978/KOP028351?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028351,  ,03698 서울 서대문구 증가로 10 ,37.5819278,127.0016524,,,02-336-4775,,https://smartstore.naver.com/peterpanbakery,08:00~21:00,매일,없음,연희초등학교에서 234m,"베이커리,연세대, 신촌, 연희동,오래가게, 제과점, 빵",
1403,ko,허준박물관,https://korean.visitseoul.net/attractions/허준박물관/KOP001403?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001403,157-202 서울 강서구 가양2동 26-5,07525 서울특별시 강서구 허준로 87 (가양동) ,37.5717844,126.9903293,,,02-3661-8686,,https://culture.gangseo.seoul.kr/gsfc/main/contents.do?menuNo=800156,하절기(3월~10월) 10:00~18:00 동절기(11월~2월) 10:00~17:00 토/일/공휴일 10:00~17:00 ※ 매표시간은 관람종료시간 1시간 전까지,화~일,"-월요일 -1월 1일 -설 당일, 추석 당일","9호선 가양역 1번 출구에서 약 736m (도보 11분) 5호선 발산역 3번 출구에서 6657, 6630, 1002 버스 탑승하여 한보구암마을아파트 정류장 하차 후 약 243m (도보 4분) "," 한의학,허준박물관, 구암공원, 체험관, 체험학습, 박물관, 구암허준, 역사, 허준,가양역, 가양동, 동의보감",
2052,ko,하늘물빛 (전통 천연 염색 연구소) ,https://korean.visitseoul.net/attractions/하늘물빛전통-천연-염색-연구소/KOP002052?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002052, 서울 종로구 숭인동 72-35 ,03113 서울 종로구 종로63라길 8 6층 옥상 ,37.5578168,126.947216,,,0507-1363-9940,,https://naturaldye.modoo.at/,월요일~금요일 10:00~17:00 토요일 10:00~14:00,월요일~토요일,일요일,1?6호선 동묘앞역 2번 출구에서 247m (도보 5분)	,"공방,전통문화체험,오래가게,염색,쪽염색,천연염색,하늘물빛,체험",
3452,ko,한국가구박물관,https://korean.visitseoul.net/attractions/한국가구박물관/KOP003452?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003452,136-823 서울 성북구 성북동 330-577 330-577,"02822 서울 성북구 대사관로 121 (성북동, 한국가구박물관) ",37.5285084,127.0350089,,,02-745-0181,,http://www.kofum.com/,* 현재 박물관 재정비 중으로 관람 중단 중입니다. ,화요일 ~ 토요일,"-일요일, 월요일 -1월 1일 -설날, 추석 연휴 ",4호선 한성대입구역 6번 출구에서 삼선교.성북문화원 정류장까지 약 65m (도보 2분) 정류장에서 성북02번 탑승 후 한국가구박물관입구에서 하차. 한국가구박물관까지 약 196m (도보 4분) ,"박물관,한성대입구역, 가구, 목가구,전통가구, 성북동,문화, 전시,목재, 가구박물관, 한국가구박물관",
2730,ko,한국은행화폐박물관,https://korean.visitseoul.net/attractions/한국은행-본관-화폐금융박물관/KOP002730?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002730,100-794 서울 중구 남대문로3가 110번지 한국은행 건물,"100-794 서울특별시 중구 남대문로 39, 한국은행건물 (남대문로3가) ",37.5116828,127.059151,,,02-759-4881,,https://www.bok.or.kr/museum/main/main.do,10:00 - 17:00,화요일~일요일 ,"월요일, 설/추석 연휴, 12월 29일 ~ 1월 2일, 근로자의 날, 선거일",4호선 회현역 7번 출구에서 약 310m (도보 5분) ,"한국은행,세계화페,명동,아이들과가볼만한곳,서울어린이체험,한국은행화폐박물관,전시,서울전시회,서울박물관,박물관,화폐박물관,서울가볼만한곳",
3358,ko,한상수자수박물관,https://korean.visitseoul.net/attractions/한상수자수박물관/KOP003357?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003357, 서울 성북구 성북동 58-13 11-32번지,02836 서울 성북구 성북로16길 4-10 (성북동) ,37.5748763,126.9850267,,,0507-1364-1545,,https://thssem.modoo.at/,화요일~일요일 10:00~17:00 휴게시간 12:00~13:00,화요일~일요일,월요일,4호선 한성대입구역 5번 출구에서 약 719m (도보 12분)  ,"한국자수,전통문화,전시,오래가게,성북동,무형문화재,체험",
4102,ko,홍지문 탕춘대성,https://korean.visitseoul.net/attractions/홍지문-탕춘대성/KOP004101?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP004101, 서울 종로구 홍지동 산 4번지,03021 서울특별시 종로구 세검정로 212 (홍지동) ,37.5595045,127.0050703,,,02-120,,,상시개방,,,3호선 경복궁역 3번 출구 상명대 방면 버스 이용 상명대학교 앞 하차,"홍지문,홍지문탕춘대성,홍지동,북한산성,서대문,유적지,역사,탕춘대성",
2126,ko,한강 이랜드크루즈,https://korean.visitseoul.net/attractions/한강-이랜드크루즈/KOP002126?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002126,150-897 서울 영등포구 여의도동 85-1 ,07337 여의도선착장 : 서울 영등포구 여의도동 85-1 / 잠실 선착장 :  서울 송파구 잠실동 1-2 ,37.5080488,126.9607546,,,02-6291-6900,,http://www.elandcruise.com/,"11:30 ~ 22:00 (운항 코스별 상이) - 출발지, 회항/편도 노선에 따라 소요 시간 상이  - 자세한 운행 시간은 홈페이지 참고 혹은 전화 문의 부탁드립니다. ",월요일~일요일 (운항 코스별 상이) ,"천재지변, 기상 악화시",여의도 선착장 : 5호선 여의나루역 3번 출구에서 약 613m (도보 8분) 잠실 선착장 : 2호선 잠실새내역 6번 출구에서 약 999m (도보 16분),"이랜드크루즈,런닝맨,하천,자연,이랜드크루즈뷔페,한강데이트,여의나루역,여의도,한강유람선,이랜드크루즈애슐리,진성나루,한강이랜드크루즈",
41681,ko,한국금융사박물관,https://korean.visitseoul.net/attractions/한국금융사박물관-KR/KOP041681?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP041681, 서울 중구 태평로1가 62-12 ,"04519 서울 중구 세종대로 135-5 (태평로1가, 조흥금융박물관) 3, 4층 ",37.612099,126.9757337,,,02-2151-7677,,https://www.beautifulshinhan.co.kr/,10:00 ~ 18:00 (17:00 입장마감),월요일~토요일,매주 일요일,5호선 광화문역 6번 출구에서 약 150m (도보 2분) ,"박물관,어린이체험,한국금융사박물관,역사,금융,화폐",
11610,ko,한성백제박물관,https://korean.visitseoul.net/attractions/한성백제박물관/KOP011610?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP011610,138-829 서울 송파구 방이동 88-20 88-20,"05540 서울 송파구 위례성대로 71 (방이동, 한성백제박물관) ",37.5748993,126.9836673,,,02-2152-5800,,http://baekjemuseum.seoul.go.kr/ ,09:00~19:00  ,화요일 ~ 일요일 ,-월요일 (월요일이 공휴일인 경우 개관) -1월 1일,9호선 한성백제역 2번 출구에서 약 363m (도보 6분) ,"한성백제박물관, 올림픽공원역,문화재,몽촌토성역, 잠실, 백제, 4D영상체험, 올림픽공원, 방이동, 유적, 전시, 박물관","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
28057,ko,해창양복점,https://korean.visitseoul.net/attractions/해창양복점/KOP028057?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP028057,100-070 서울 중구 소공동 81 ,04532 서울 중구 남대문로7길 33 (소공동) 소공빌딩 101호,37.4606133,126.9060044,,,02-776-1667,,https://www.instagram.com/haechangtailor/,평일 09:00~19:00 토요일 09:00~18:00,월요일~토요일,일요일,"1,2호선 시청역 7번 출구에서 약 316m (도보 6분) ","시청역,해창양복점,을지로입구역,광화문,맞춤양복점,소공동",
29048,ko,한신옹기,https://korean.visitseoul.net/attractions/한신옹기/KOP029048?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP029048, 서울 용산구 용산동2가 5-1612 ,04338 서울 용산구 신흥로 7 (용산동2가) ,37.5386899,127.1209017,,,02-794-3687,,https://futureheritage.seoul.go.kr/web/investigate/aroundHeritageView.do?htId=2719,10:00~18:00,매일,없음,6호선 녹사평역 2번 출구에서 약 381m (도보 5분)," 서울, 한신옹기, 포토존, 항아리, 화분, 자기, 장독, 이촌, 서울미래유산, 녹사평역, 도자기,옹기,용산구, 해방촌, 뚝배기, 쌀독,오래가게",
